PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
78,10/16/2021,42:56.6,4,1,"Saul, Eli",1000047540,Right,SAC_STA,"Beavers, Dylan",1000050019,Left,GOL_PRA,Undefined,3,Top,2,0,0,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,85.59992,-2.336485,-2.948952,1881.870224,254.141079,2:30,5.398,1.87857,5.86749,-32.7023,4.95268,13.89036,0.49839,0.29442,79.90034,-8.320007,-0.455716,0.441654,,,,,,,,,,,,-7.83567,3.38614,-1.6479,50,5.1892,5.86125,-124.35639,-6.18337,-12.47354,21.06481,-26.78366,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,a4bdf100-2ec1-11ec-8902-b5e97332f6b2,85.34374,,,5.69959,,,,,,,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,42:56.6,2021-10-16T13:42:56.5592232-07:00,2021-10-16T20:42:56.5592232Z,,v3,HOR,,,"Bacho, Dawson",1000113307,Right,SAC_STA,a7e13373-ac1f-4a3d-8d49-daa4a67facfc,54.6336,-125.13881,10.53241,5.4004,-5.18852,-13.39183,-1.87421,6.32457,-6.23677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
79,10/16/2021,43:20.7,4,2,"Saul, Eli",1000047540,Right,SAC_STA,"Beavers, Dylan",1000050019,Left,GOL_PRA,Undefined,3,Top,2,1,0,Fastball,Sinker,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,92.20305,-1.699177,-2.824275,2169.725175,264.550383,2:45,5.40621,1.76056,6.25049,-29.57277,2.3328,15.74552,1.37245,0.46601,85.98643,-7.153973,0.022023,0.406541,,,,,,,,,,,,-8.86469,1.85536,-1.5583,50,5.2651,5.98462,-134.11568,-4.99986,-16.42903,24.23772,-28.73551,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,b31fe320-2ec1-11ec-8902-b5e97332f6b2,92.71494,,,6.21662,,,,,,,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,43:20.7,2021-10-16T13:43:20.6774440-07:00,2021-10-16T20:43:20.6774440Z,,v3,HOR,,,"Bacho, Dawson",1000113307,Right,SAC_STA,915a1d9c-b4c2-4763-ad0c-36d74cb3f651,54.25131,-134.8818,12.11886,5.40878,-4.09157,-14.36776,-1.75567,6.50392,-8.21451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
80,10/16/2021,43:44.0,4,3,"Saul, Eli",1000047540,Right,SAC_STA,"Beavers, Dylan",1000050019,Left,GOL_PRA,Undefined,3,Top,2,1,1,ChangeUp,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,87.53215,-4.124932,-5.279951,2011.497957,243.025461,2:00,5.45397,1.72277,5.91976,-27.30832,8.91123,15.56107,-0.67254,-1.89407,81.71099,-9.124498,-2.497351,0.433155,,,,,,,,,,,,-9.33701,5.80303,-1.30844,50,5.10592,11.10465,-126.61484,-10.0731,-15.42505,21.56862,-22.58723,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,c0fd3bf0-2ec1-11ec-8902-b5e97332f6b2,87.01844,,,5.82116,,,,,,,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,43:44.0,2021-10-16T13:43:43.9646888-07:00,2021-10-16T20:43:43.9646888Z,,v3,HOR,,,"Bacho, Dawson",1000113307,Right,SAC_STA,5496a861-6efa-4163-a67f-6963e06b339e,54.58268,-127.3931,10.78431,5.45468,-9.25809,-11.29362,-1.71917,11.66123,-7.71252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
81,10/16/2021,44:17.4,4,4,"Saul, Eli",1000047540,Right,SAC_STA,"Beavers, Dylan",1000050019,Left,GOL_PRA,Undefined,3,Top,2,2,1,Fastball,Sinker,InPlay,Undefined,FlyBall,Out,1,0,,91.18656,-0.548598,-2.754326,2157.711791,269.336799,3:00,5.46825,1.76406,6.21692,-31.68864,1.05807,15.01402,2.32069,0.47159,84.6511,-6.402192,-0.043056,0.411865,97.12408,43.881231,-3.507814,4651.629695,109.15151,98.57105,-13.63538,274.19416,,-14.690363,5.611158,-8.51296,0.9226,-1.56533,50,5.41105,5.78635,-132.65453,-2.3572,-15.37536,24.76451,-30.50776,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,d4f5d810-2ec1-11ec-8902-b5e97332f6b2,91.51644,122.33449,,6.53546,,,,2.59948,2.52975,-0.48266,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,44:17.4,2021-10-16T13:44:17.4446760-07:00,2021-10-16T20:44:17.4446760Z,FlyBall,v3,HOR,,,"Bacho, Dawson",1000113307,Right,SAC_STA,805b71c7-8496-4d88-8c2f-c4a768f56240,54.28493,-133.45206,12.38225,5.47114,-1.37471,-15.25388,-1.75965,6.28151,-7.68768,165.091793,2.60237,102.4204,-27.01583,7.04431,-1.54107,0.2997,-0.04652,0.00457,-0.0002,2.53192,98.70552,-25.16881,2.76353,-0.38992,0.00637,0.00884,-0.00137,7.00E-05,-0.48245,-6.28641,-2.85677,0.73554,-0.16463,0.03366,-0.00547,0.00055,-2.00E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
82,10/16/2021,47:45.9,1,1,"Mack, Connor",1000026445,Right,GOL_PRA,"Torres, Keith",1000113334,Right,SAC_STA,Undefined,3,Bottom,0,0,0,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,73.08697,0.678112,-1.467409,2100.764472,34.947419,7:15,5.54347,1.06263,5.80702,-64.46377,-12.83375,-9.87363,0.80234,-1.12509,68.82021,-10.994296,-3.242186,0.517157,,,,,,,,,,,,4.74103,-6.41843,-0.93617,50,5.55986,3.05685,-106.43834,-0.69296,5.51422,15.89806,-39.63923,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,513cb970-2ec2-11ec-8902-b5e97332f6b2,72.88391,,,4.26676,,,,,,,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,47:45.9,2021-10-16T13:47:45.9313320-07:00,2021-10-16T20:47:45.9313320Z,,v3,HOR,,,"Elvis, Cole",8898750,Right,GOL_PRA,52f7f3d9-6e9a-4d24-8d72-73f27872b4ad,54.69822,-107.13779,7.94903,5.55198,1.051,-19.81961,-1.06532,2.81425,2.75711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
83,10/16/2021,47:59.4,1,2,"Mack, Connor",1000026445,Right,GOL_PRA,"Torres, Keith",1000113334,Right,SAC_STA,Undefined,3,Bottom,0,1,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,90.08695,-2.068181,-3.079982,2127.176191,221.104687,1:15,5.52367,0.89597,6.44,-21.8606,11.96768,9.49075,1.79793,-1.14605,82.37946,-6.197535,-1.361104,0.418612,,,,,,,,,,,,-5.82429,7.17418,-0.68115,50,5.36671,6.65777,-130.72974,-5.37134,-10.06298,27.97725,-19.77882,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,594ca0d0-2ec2-11ec-8902-b5e97332f6b2,90.04153,,,7.70748,,,,,,,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,47:59.4,2021-10-16T13:47:59.4188456-07:00,2021-10-16T20:47:59.4188456Z,,v3,HOR,,,"Elvis, Cole",8898750,Right,GOL_PRA,e35fa2d7-efee-4baa-b9ef-a7a51d15c016,54.05745,-131.5952,13.98863,5.52341,-4.75949,-9.88941,-0.89192,6.96907,-5.03149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
84,10/16/2021,48:15.6,1,3,"Mack, Connor",1000026445,Right,GOL_PRA,"Torres, Keith",1000113334,Right,SAC_STA,Undefined,3,Bottom,0,1,1,Fastball,Sinker,InPlay,Undefined,FlyBall,Out,1,0,,90.77399,-1.474891,-1.53057,2118.282497,223.694856,1:30,5.87399,0.75124,6.19552,-21.64627,11.82276,10.29693,2.70778,0.19601,83.16074,-5.547061,0.328669,0.416383,98.40778,22.095298,-19.67747,2255.389607,102.78747,40.81731,-39.17569,337.54856,,-22.362584,4.084875,-5.80784,6.85634,-0.64135,50,5.75199,3.11212,-131.91735,-4.07372,-10.23545,28.03239,-20.09078,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,62ecec30-2ec2-11ec-8902-b5e97332f6b2,90.52349,52.96859,,7.61326,,,,2.51238,2.77432,-0.17558,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,48:15.6,2021-10-16T13:48:15.5933352-07:00,2021-10-16T20:48:15.5933352Z,LineDrive,v3,HOR,,,"Elvis, Cole",8898750,Right,GOL_PRA,5e1ed37f-d56e-4409-86b2-acf70ce1d386,54.30376,-132.82875,14.01619,5.87382,-3.42052,-10.04539,-0.74794,3.4449,-5.11773,156.45676,2.51245,125.92194,-27.35155,7.56613,-1.88097,0.43863,-0.09109,0.01318,-0.00085,2.77556,54.25434,-14.85077,-0.74298,0.95365,-0.44916,0.12846,-0.01934,0.00116,-0.17549,-45.03451,4.21423,0.24296,-0.30257,0.08649,-0.01282,0.00068,2.00E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
85,10/16/2021,48:53.3,2,1,"Mack, Connor",1000026445,Right,GOL_PRA,"Doyle, Trevor",1000113397,Left,SAC_STA,Undefined,3,Bottom,1,1,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,90.8344,-1.381769,-3.457911,2203.999165,214.902686,1:15,5.9463,0.69765,6.05775,-21.28714,12.32713,7.87981,2.89087,-1.85013,83.32942,-5.374529,-2.042554,0.417286,,,,,,,,,,,,-4.97236,7.03874,-0.43297,50,5.82735,7.6306,-131.78527,-3.86373,-8.77816,26.99736,-19.74791,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,7968b0c0-2ec2-11ec-8902-b5e97332f6b2,90.3277,,,7.50498,,,,,,,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,48:53.3,2021-10-16T13:48:53.3399208-07:00,2021-10-16T20:48:53.3399208Z,,v3,HOR,,,"Elvis, Cole",8898750,Right,GOL_PRA,767aed72-7d21-46d2-9cc3-e6d5a8e40107,54.43971,-132.69167,13.49868,5.94594,-3.20072,-9.87395,-0.69411,7.92532,-4.38908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
86,10/16/2021,49:09.3,2,2,"Mack, Connor",1000026445,Right,GOL_PRA,"Doyle, Trevor",1000113397,Left,SAC_STA,Undefined,3,Bottom,1,2,2,Fastball,Sinker,FoulBall,Undefined,Undefined,Undefined,0,0,,90.40715,-2.190625,-1.435211,2147.647131,225.144205,1:30,5.7776,0.95679,6.04558,-22.8993,11.0102,10.01319,1.83965,0.46225,83.04795,-6.466225,0.368429,0.419114,,,,,,,,,,,,-5.60863,6.59032,-0.85063,50,5.59452,2.8856,-131.33168,-5.76817,-9.81269,27.36098,-20.64382,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,82ef80b0-2ec2-11ec-8902-b5e97332f6b2,89.93361,,,7.3592,,,,,,,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,49:09.3,2021-10-16T13:49:09.2820000-07:00,2021-10-16T20:49:09.2820000Z,,v3,HOR,,,"Elvis, Cole",8898750,Right,GOL_PRA,08494072-2387-46eb-991d-5e6be812af3b,54.4541,-132.25637,13.68049,5.77767,-5.07049,-10.32191,-0.95375,3.21723,-4.90635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.03854,2.894578,1.989939,0.904639,3.36448,2.0574,-0.45085,-1.37112,5.76142,0.78439,63.56348,3.17949,61.21327,-1.25577,82.21198,-11.62605,5.79099,8.85743,-12.96877,0.77538,68.73081,-2.12755,High,High,High,,,High,High,High
87,10/16/2021,49:47.7,2,3,"Mack, Connor",1000026445,Right,GOL_PRA,"Doyle, Trevor",1000113397,Left,SAC_STA,Undefined,3,Bottom,1,1,1,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,91.66817,-2.76715,-2.806697,2217.951357,231.31862,1:45,5.82053,0.93507,6.17799,-22.77419,9.92808,11.20571,1.36224,-0.7251,84.70437,-7.008046,-0.785402,0.411586,,,,,,,,,,,,-6.47996,6.14851,-0.72823,50,5.59947,6.05356,-133.05986,-7.18238,-11.72378,26.10057,-21.04997,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,99ca0710-2ec2-11ec-8902-b5e97332f6b2,91.57857,,,6.9638,,,,,,,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,49:47.7,2021-10-16T13:49:47.6700840-07:00,2021-10-16T20:49:47.6700840Z,,v3,HOR,,,"Elvis, Cole",8898750,Right,GOL_PRA,a278c1b9-36db-4f2e-ae20-466cf88ad6d3,54.32022,-133.90462,13.05029,5.82091,-6.50108,-10.52499,-0.93029,6.433,-5.86189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
88,10/16/2021,50:05.9,2,4,"Mack, Connor",1000026445,Right,GOL_PRA,"Doyle, Trevor",1000113397,Left,SAC_STA,Undefined,3,Bottom,1,2,1,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,81.0298,-1.845825,-2.311335,2197.780458,82.816356,8:45,5.3439,1.01392,5.83038,-41.96258,0.27146,-6.96847,0.12926,-1.71642,75.67607,-9.477479,-3.561974,0.467738,,,,,,,,,,,,3.03756,0.88268,-0.82091,50,5.1678,5.00815,-117.76128,-5.15918,4.31018,20.16863,-30.92155,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,a4abac10-2ec2-11ec-8902-b5e97332f6b2,80.5845,,,5.35372,,,,,,,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,50:05.9,2021-10-16T13:50:05.9095720-07:00,2021-10-16T20:50:05.9095720Z,,v3,HOR,,,"Elvis, Cole",8898750,Right,GOL_PRA,f19cda0b-c36e-4b33-95f7-808e118c2779,54.67108,-118.55858,10.08431,5.34759,-3.93679,-15.46077,-1.01552,4.83776,2.15509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
89,10/16/2021,50:25.8,2,5,"Mack, Connor",1000026445,Right,GOL_PRA,"Doyle, Trevor",1000113397,Left,SAC_STA,Undefined,3,Bottom,1,3,1,Fastball,Sinker,FoulBall,Undefined,Undefined,Undefined,0,0,,88.58321,-1.591194,-2.784548,2160.968338,241.437747,2:00,5.53665,1.17326,6.50992,-27.02202,7.36402,11.77792,1.82251,-0.40258,82.17675,-6.634553,-0.646508,0.422049,,,,,,,,,,,,-6.91811,4.53599,-0.984,50,5.41354,5.8343,-128.83098,-4.40122,-11.76719,23.74249,-24.45868,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,b0878f90-2ec2-11ec-8902-b5e97332f6b2,89.3083,,,6.40646,,,,,,,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,50:25.8,2021-10-16T13:50:25.8074792-07:00,2021-10-16T20:50:25.8074792Z,,v3,HOR,,,"Elvis, Cole",8898750,Right,GOL_PRA,3aea7f83-586c-4f62-a4e4-bad8cb9b793b,53.99108,-129.56441,11.87124,5.53783,-3.64566,-12.22934,-1.16984,6.1978,-5.88359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
90,10/16/2021,50:48.7,2,6,"Mack, Connor",1000026445,Right,GOL_PRA,"Doyle, Trevor",1000113397,Left,SAC_STA,Undefined,3,Bottom,1,3,2,Fastball,Sinker,StrikeCalled,Strikeout,Undefined,Undefined,1,0,,90.12663,-0.807757,-1.52297,2208.916294,226.450781,1:30,5.64329,0.95635,5.76327,-22.94501,11.65705,11.09402,2.97911,0.46307,82.26965,-5.096015,0.463664,0.423372,,,,,,,,,,,,-6.06091,6.50327,-0.83696,50,5.56258,2.99216,-130.84782,-2.61891,-10.49079,28.02487,-20.91759,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,be2a9e80-2ec2-11ec-8902-b5e97332f6b2,89.02906,,,7.85698,,,,,,,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,50:48.7,2021-10-16T13:50:48.7160000-07:00,2021-10-16T20:50:48.7160000Z,,v3,HOR,,,"Elvis, Cole",8898750,Right,GOL_PRA,926f5704-6e04-46a9-bb11-a780365b4d85,54.7335,-131.85774,14.01243,5.64338,-1.86511,-10.45879,-0.9516,3.37021,-5.2454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.39943,2.107531,1.03424,1.073291,-1.35173,2.72605,-0.48797,-2.3599,4.81305,-0.35308,77.33027,11.13452,-47.44741,-2.3056,79.68387,-5.091,5.0406,23.02199,-16.07324,-0.65152,-52.35904,8.05056,High,High,High,,,High,High,High
91,10/16/2021,51:17.8,3,1,"Mack, Connor",1000026445,Right,GOL_PRA,"Bojorquez, Jorge",1000113328,Right,SAC_STA,Undefined,3,Bottom,2,0,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,90.81334,-2.323137,-3.61687,2122.251787,236.850372,2:00,5.8251,0.6729,5.96592,-24.48785,9.27378,12.6128,1.62502,-1.63397,83.51307,-6.870441,-1.353617,0.418199,,,,,,,,,,,,-7.44453,5.69969,-0.39296,50,5.62686,7.79225,-131.68434,-6.17943,-13.13064,26.79122,-22.12101,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,cf90a8e0-2ec2-11ec-8902-b5e97332f6b2,90.13036,,,7.30027,,,,,,,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,51:17.8,2021-10-16T13:51:17.8167976-07:00,2021-10-16T20:51:17.8167976Z,,v3,HOR,,,"Elvis, Cole",8898750,Right,GOL_PRA,5d06cafb-c7bd-4b51-84b5-7bee41b8d27f,54.53288,-132.60335,13.39561,5.82582,-5.42062,-11.0605,-0.66798,8.24267,-6.56532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
92,10/16/2021,51:31.7,3,2,"Mack, Connor",1000026445,Right,GOL_PRA,"Bojorquez, Jorge",1000113328,Right,SAC_STA,Undefined,3,Bottom,2,1,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,88.44885,-0.440157,-1.149716,2125.182409,218.483105,1:15,5.76482,1.02108,6.34023,-21.5623,13.70694,9.96627,3.56265,0.79299,80.40629,-4.540222,0.654386,0.427434,,,,,,,,,,,,-5.47988,7.60886,-0.94164,50,5.72255,2.17273,-128.48515,-1.60517,-9.10459,28.13778,-19.53231,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,d7d11620-2ec2-11ec-8902-b5e97332f6b2,88.18297,,,8.04256,,,,,,,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,51:31.7,2021-10-16T13:51:31.7460648-07:00,2021-10-16T20:51:31.7460648Z,,v3,HOR,,,"Elvis, Cole",8898750,Right,GOL_PRA,a9e63f5f-80f8-4cff-89ad-54fde411c0e9,54.15505,-129.39189,14.06889,5.76414,-0.97574,-9.76616,-1.01638,2.46612,-4.55229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
93,10/16/2021,51:48.9,3,3,"Mack, Connor",1000026445,Right,GOL_PRA,"Bojorquez, Jorge",1000113328,Right,SAC_STA,Undefined,3,Bottom,2,2,0,Fastball,Sinker,InPlay,Undefined,GroundBall,Double,0,0,,89.5715,-1.635604,-1.898041,2159.146918,234.4284,1:45,5.67435,0.79624,6.22378,-24.64946,9.69394,12.05749,2.10986,0.04912,82.1595,-6.249789,0.280457,0.421787,97.76771,-6.244888,-43.901356,,,,,21.73627,,-39.494002,0.139826,-6.82701,5.80107,-0.66038,50,5.53966,3.83674,-130.1484,-4.49574,-11.71473,27.20563,-22.21978,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,e21346d0-2ec2-11ec-8902-b5e97332f6b2,89.3637,1.70504,,7.412,,,,2.41268,2.181,-0.00365,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,51:48.9,2021-10-16T13:51:48.9254056-07:00,2021-10-16T20:51:48.9254056Z,GroundBall,v3,HOR,,,"Elvis, Cole",8898750,Right,GOL_PRA,c7c38559-5efd-4046-a1c1-9b91e5e6e5ae,54.27559,-131.0391,13.60281,5.67494,-3.76827,-11.10989,-0.79227,4.22027,-5.85737,,2.41268,102.70611,,,,,,,,2.181,-15.59796,,,,,,,,-0.00365,-98.84098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
94,10/16/2021,52:41.1,4,1,"Mack, Connor",1000026445,Right,GOL_PRA,"Valero, Cesar",1000113295,Right,SAC_STA,Undefined,3,Bottom,2,0,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,81.03408,0.30432,-2.239971,2127.715806,63.976988,8:15,5.47426,1.07287,5.78416,-43.15199,-0.77559,-4.03953,2.16161,-1.34877,75.09545,-7.58966,-2.963434,0.468526,,,,,,,,,,,,1.48894,-0.08165,-0.88575,50,5.47337,4.76234,-117.76608,-0.8107,2.10819,20.64228,-32.28968,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,012e8890-2ec3-11ec-8902-b5e97332f6b2,80.44902,,,5.93863,,,,,,,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,52:41.1,2021-10-16T13:52:41.0975400-07:00,2021-10-16T20:52:41.0975400Z,,v3,HOR,,,"Elvis, Cole",8898750,Right,GOL_PRA,c73b5788-8408-4d35-aa78-92c8c57d08eb,54.71534,-118.58972,10.32114,5.48001,0.47767,-16.14484,-1.0741,4.67823,1.05409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
95,10/16/2021,53:04.4,4,2,"Mack, Connor",1000026445,Right,GOL_PRA,"Valero, Cesar",1000113295,Right,SAC_STA,Undefined,3,Bottom,2,1,0,Slider,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,82.37769,-0.093627,-1.516361,2105.513962,18.622809,6:30,5.39931,1.17945,5.52993,-44.65341,-2.77532,-1.38902,1.59064,-0.3541,75.48713,-8.241371,-1.764355,0.465763,,,,,,,,,,,,0.25744,-0.92366,-1.0468,50,5.36164,3.22253,-119.56781,-1.78135,0.37103,24.0092,-33.50527,SAC_STA,GOL_PRA,Hornet Stadium,TeamExclusive,Team,20211016-Hornet Stadium-Private-1,0f097060-2ec3-11ec-8902-b5e97332f6b2,80.92625,,,6.89056,,,,,,,c123ba87-435d-4a93-b8ea-ab72b5d04016,10/16/2021,53:04.4,2021-10-16T13:53:04.3688616-07:00,2021-10-16T20:53:04.3688616Z,,v3,HOR,,,"Elvis, Cole",8898750,Right,GOL_PRA,ab806340-e945-43ea-bb4b-415f8f6e6c12,54.96777,-120.56121,12.0046,5.40667,-0.39504,-16.75264,-1.17982,3.20718,0.18552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
